,,Donald J. Trump and JD Vance,Kamala D. Harris and Tim Walz,Chase Oliver and Mike ter Maat,Jill Stein and Rudolph Butch Ware,Cornel West and Melina Abdulla,Randall A. Terry and Stephen E. Broden,Claudia De La Cruz and Karina Garcia,Total Votes Cast,Overvotes/Undervotes,Total Ballots Cast
,,Republican,Democratic,Libertarian,Green,United Citizens,Constitution,Workers,,,
Precinct,Riverwalk,1273,668,21,6,2,6,0,1976,26,2002
Precinct,Rock Hill,879,664,15,7,5,5,0,1575,14,1589
Precinct,Rocky Creek,753,542,7,8,1,4,1,1316,11,1327
Precinct,Rolling Green,1006,480,19,13,1,5,0,1524,13,1537
Precinct,Royal Oaks,197,648,2,0,6,2,4,859,6,865
Precinct,Saluda,641,408,5,2,1,2,1,1060,10,1070
Precinct,Sandy Flat,2475,698,12,9,9,7,0,3210,33,3243
Precinct,Sevier,1297,650,20,2,2,8,3,1982,21,2003
Precinct,Silverleaf,1200,625,11,4,4,8,1,1853,18,1871
Precinct,Simpsonville 01,1106,692,6,7,3,4,1,1819,20,1839
Precinct,Simpsonville 02,999,723,11,5,3,3,3,1747,10,1757
Precinct,Simpsonville 03,1392,736,13,8,5,6,0,2160,10,2170
Precinct,Simpsonville 04,669,581,8,5,1,4,0,1268,5,1273
Precinct,Simpsonville 05,1090,1154,8,5,8,2,4,2271,7,2278
Precinct,Simpsonville 06,1231,795,14,7,2,8,0,2057,5,2062
Precinct,Skyland,2103,271,16,2,1,6,2,2401,13,2414
Precinct,Slater Marietta,1868,395,13,12,5,9,1,2303,11,2314
Precinct,Southside,793,766,13,0,6,3,3,1584,20,1604
Precinct,Sparrows Point,1296,809,15,16,3,2,3,2144,22,2166
Precinct,Spring Forest,754,642,17,5,4,5,1,1428,17,1445
Precinct,Standing Springs,813,525,16,5,1,3,2,1365,12,1377
Precinct,Stone Valley,904,474,13,6,6,10,0,1413,8,1421
Precinct,Stonehaven,1039,540,12,5,0,8,0,1604,20,1624
Precinct,Suber Mill,1649,1001,12,24,8,7,4,2705,28,2733
Precinct,Sugar Creek,1253,540,29,11,1,10,2,1846,25,1871
Precinct,Sulphur Springs,1383,724,12,11,4,6,3,2143,13,2156
Precinct,Sycamore,1987,849,16,16,3,7,3,2881,15,2896
Precinct,Tanglewood,668,670,6,6,9,7,3,1369,8,1377
Precinct,Taylors,773,534,16,8,2,5,2,1340,13,1353
Precinct,Thornblade,1428,801,11,13,7,8,3,2271,19,2290
Precinct,Tigerville,2044,516,11,7,2,6,2,2588,17,2605
Precinct,Timberlake,1064,780,24,6,3,10,0,1887,30,1917
Precinct,Trade,914,649,13,4,6,7,1,1594,6,1600
Precinct,Travelers Rest 01,1331,818,26,10,7,5,4,2201,31,2232
Precinct,Travelers Rest 02,918,405,9,9,1,6,1,1349,5,1354
Precinct,Tubbs Mountain,1673,514,11,7,1,4,2,2212,26,2238
Precinct,Tyger River,592,392,10,4,4,6,1,1009,3,1012
Precinct,Verdmont,1185,607,10,6,3,10,0,1821,15,1836
Precinct,Wade Hampton,928,438,8,10,5,8,2,1399,23,1422
Precinct,Walnut Springs,3067,1537,36,22,7,14,3,4686,30,4716
Precinct,Ware Place,1293,347,8,3,5,2,0,1658,6,1664
Precinct,Welcome,533,645,6,1,4,5,2,1196,14,1210
Precinct,Wellington,739,413,8,7,2,6,2,1177,11,1188
Precinct,Westcliffe,672,366,6,6,2,5,1,1058,4,1062
Precinct,Westside,743,490,2,4,4,2,4,1249,16,1265
Precinct,Woodmont,1102,1043,8,11,6,6,5,2181,11,2192
Precinct,Woodruff Lakes,1244,657,15,9,1,8,3,1937,19,1956
County,Greenwood,19715,10766,120,62,106,70,49,30888,220,31108
Precinct,Airport,470,235,6,0,3,3,0,717,12,729
Precinct,Allies Crossing,496,154,3,0,1,2,0,656,2,658
Precinct,Angel Oak's Crossing,766,302,8,3,1,4,0,1084,5,1089
Precinct,Ashley River Run,70,206,0,1,7,0,2,286,1,287
Precinct,Bee's Ferry,33,428,1,1,9,0,1,473,3,476
Precinct,Biltmore Pines,570,227,4,2,1,1,1,806,3,809
Precinct,Bradley,111,52,0,0,1,0,0,164,0,164
Precinct,Callison,582,146,2,2,1,0,0,733,7,740
Precinct,Civic Center,436,465,3,3,6,2,2,917,5,922
Precinct,Cokesbury,361,333,0,1,4,1,1,701,8,709
Precinct,Coronaca,871,242,11,3,0,1,0,1128,8,1136
Precinct,Emerald,95,287,1,0,4,2,3,392,2,394
Precinct,Emerald High,285,99,0,1,2,0,0,387,2,389
Precinct,Epworth,426,84,3,0,1,0,0,514,3,517
Precinct,Failsafe,28,17,0,0,0,0,0,45,0,45
Precinct,Failsafe Provisional,22,22,0,0,0,1,0,45,1,46
Precinct,Fairhope Ferry,224,354,1,2,3,2,1,587,1,588
Precinct,Georgetown,419,250,2,4,2,2,0,679,8,687
Precinct,Gideons Way,207,312,0,1,2,1,3,526,3,529
Precinct,Glendale,433,112,3,3,2,2,0,555,5,560
Precinct,Graham's Glen,528,154,2,2,3,0,0,689,4,693
Precinct,Grandiflora Glen,376,360,6,2,2,1,3,750,1,751
Precinct,Greenwood High,448,228,4,1,0,4,1,686,6,692
Precinct,Greenwood Mill,387,129,6,2,1,5,0,530,1,531
Precinct,Harris,392,217,2,3,2,1,1,618,2,620
Precinct,Hodges,820,186,2,1,3,1,1,1014,5,1019
Precinct,Hope's Ferry,219,239,1,2,3,1,1,466,3,469
Precinct,Laco,522,274,0,0,6,2,1,805,1,806
Precinct,Levi's Knoll,443,334,3,0,1,2,1,784,11,795
Precinct,Liberty,266,233,0,0,3,1,2,505,2,507
Precinct,Loblolly Pines,65,261,1,1,1,2,3,334,1,335
Precinct,Lower Lake,896,276,6,2,1,4,0,1185,13,1198
Precinct,Marshall Oaks,91,196,2,0,2,1,4,296,2,298
Precinct,Maxwellton Pike,522,104,2,2,1,0,0,631,2,633
Precinct,Mimosa Crest,386,242,1,0,1,0,2,632,4,636
Precinct,Mountain Laurel,207,245,1,0,4,0,2,459,1,460
Precinct,New Market,375,251,4,2,2,0,1,635,4,639
Precinct,Newcastle,596,218,1,1,3,0,1,820,7,827
Precinct,Ninety Six,368,209,2,1,2,1,1,584,2,586
Precinct,Ninety Six Mill,466,80,6,0,1,1,1,555,2,557
Precinct,Parsons Mill,352,253,2,1,1,1,0,610,6,616
Precinct,Pebble Stone Way,318,270,1,1,2,3,0,595,8,603
Precinct,Pinecrest,373,259,0,5,3,1,3,644,7,651
Precinct,Provisional,38,21,0,0,0,1,0,60,3,63
Precinct,Riley,112,41,0,0,0,0,2,155,1,156
Precinct,Rutherford Shoals,397,130,2,1,1,1,1,533,3,536
Precinct,Sandridge,446,56,0,0,3,2,0,507,5,512
Precinct,Shoals Junction,203,46,0,1,0,0,0,250,2,252
Precinct,Sparrows Grace,894,236,5,1,1,4,0,1141,6,1147
Precinct,Stonewood,605,197,4,0,1,2,1,810,9,819
Precinct,Troy,91,24,0,0,0,0,0,115,1,116
Precinct,Verdery,381,340,6,2,1,2,2,734,10,744
Precinct,Ware Shoals,227,130,0,1,1,2,0,361,6,367
County,Hampton,3801,4328,18,10,48,13,15,8233,69,8302
Precinct,Black Creek,141,52,0,0,0,0,0,193,3,196
Precinct,Bonnett,404,151,0,0,1,1,1,558,2,560
Precinct,Brunson,261,158,0,0,3,3,0,425,3,428
Precinct,Crocketville-Miley,223,116,0,0,2,0,0,341,2,343
Precinct,Cummings,268,259,3,0,4,1,2,537,4,541
Precinct,Early Branch,122,155,1,1,1,0,2,282,5,287
Precinct,Estill,297,983,6,1,12,1,2,1302,11,1313
Precinct,Failsafe,1,1,0,0,0,0,0,2,0,2
Precinct,Failsafe Provisional,0,0,0,0,0,0,0,0,0,0
Precinct,Furman,90,142,0,1,2,0,2,237,1,238
Precinct,Garnett,24,76,0,0,0,0,0,100,1,101
Precinct,Gifford,23,161,0,0,1,0,0,185,2,187
Precinct,Hampton Courthouse No. 01,373,305,0,0,2,0,0,680,7,687
Precinct,Hampton Courthouse No. 02,530,439,4,3,7,2,0,985,8,993
Precinct,Hopewell,184,23,1,2,0,0,0,210,0,210
Precinct,Horse Gall,69,10,0,0,1,0,0,80,0,80
Precinct,Provisional,2,4,0,0,0,0,0,6,1,7
Precinct,Rivers Mill,32,25,0,0,0,1,0,58,1,59
Precinct,Scotia,31,182,1,0,2,0,1,217,1,218
Precinct,Varnville,479,683,1,0,9,1,4,1177,12,1189
Precinct,Yemassee,247,403,1,2,1,3,1,658,5,663
County,Horry,141719,62325,645,506,334,249,176,205954,1214,207168
Precinct,4 Mile,1122,460,7,2,3,1,5,1600,8,1608
Precinct,Adrian,1154,377,0,1,6,3,2,1543,6,1549
Precinct,Allsbrook,522,89,1,0,0,1,0,613,2,615
Precinct,Atlantic Beach,20,82,0,0,1,0,0,103,0,103
Precinct,Aynor,1468,311,2,2,7,1,3,1794,7,1801
Precinct,Bayboro-gurley,808,280,3,2,3,0,0,1096,6,1102
Precinct,Brooksville #01,2448,1109,5,9,10,7,0,3588,29,3617
Precinct,Brooksville #02,702,347,2,3,3,1,2,1060,9,1069
Precinct,Brownway,1258,341,1,3,6,2,2,1613,5,1618
Precinct,Burgess 01,1364,585,12,5,1,1,0,1968,12,1980
Precinct,Burgess 02,1744,695,9,4,5,1,2,2460,13,2473
Precinct,Burgess 03,1499,636,7,1,0,5,1,2149,15,2164
Precinct,Burgess 04,1164,477,3,0,1,1,2,1648,9,1657
Precinct,Burgess 05,1362,584,3,1,2,4,2,1958,20,1978
Precinct,Carolina Bays,1679,666,13,3,3,0,0,2364,21,2385
Precinct,Carolina Forest 01,1508,750,6,8,6,2,3,2283,10,2293
Precinct,Carolina Forest 02,928,528,5,3,2,0,3,1469,5,1474
Precinct,Cedar Grove,1042,137,3,2,3,4,2,1193,9,1202
Precinct,Cherry Grove 01,1720,549,12,10,3,5,1,2300,11,2311
Precinct,Cherry Grove 02,849,389,3,2,0,0,0,1243,18,1261
Precinct,Coastal Carolina,487,299,6,0,0,1,1,794,7,801
Precinct,Coastal Lane 01,94,387,0,0,5,0,1,487,0,487
Precinct,Coastal Lane 02,217,370,1,7,3,0,0,598,2,600
Precinct,Cool Springs,377,64,1,1,0,1,0,444,2,446
Precinct,Crescent,911,384,5,5,1,0,0,1306,4,1310
Precinct,Daisy,889,223,4,2,4,1,2,1125,5,1130
Precinct,Deerfield,2340,1081,13,11,7,2,1,3455,20,3475
Precinct,Dog Bluff,849,83,0,2,2,1,0,937,1,938
Precinct,Dogwood,994,584,12,4,2,2,2,1600,6,1606
Precinct,Dunes 01,2332,939,9,8,1,2,0,3291,33,3324
Precinct,Dunes 02,1273,506,10,6,0,2,0,1797,13,1810
Precinct,Dunes 03,466,352,10,3,1,2,0,834,8,842
Precinct,East Conway,913,439,8,2,4,2,0,1368,11,1379
Precinct,East Loris,1598,759,3,2,5,2,2,2371,13,2384
Precinct,Ebenezer,1828,700,4,3,3,5,1,2544,6,2550
Precinct,Emerald Forest 01,1186,569,8,8,3,2,3,1779,8,1787
Precinct,Emerald Forest 02,2848,1369,15,12,6,4,5,4259,26,4285
Precinct,Emerald Forest 03,2249,1064,19,10,7,8,4,3361,14,3375
Precinct,Enterprise #01,1055,493,5,4,7,2,3,1569,4,1573
Precinct,Enterprise #02,1011,451,5,5,1,2,1,1476,3,1479
Precinct,Failsafe,42,35,1,0,2,0,0,80,0,80
Precinct,Failsafe Provisional,0,0,0,0,0,0,0,0,0,0
Precinct,Forestbrook,1648,850,8,8,2,2,1,2519,18,2537
Precinct,Galivants Ferry,113,24,1,1,0,1,0,140,0,140
Precinct,Garden City 01,1322,403,5,0,2,1,0,1733,10,1743
Precinct,Garden City 02,838,217,8,3,1,1,0,1068,6,1074
Precinct,Garden City 03,991,527,3,2,2,1,2,1528,13,1541
Precinct,Garden City 04,641,281,2,1,0,1,1,927,7,934
Precinct,Glenns Bay,1140,491,7,4,4,3,3,1652,8,1660
Precinct,Green Sea,569,164,4,1,4,0,0,742,4,746
Precinct,Hickory Grove,890,272,0,3,2,2,0,1169,2,1171
Precinct,Homewood,974,423,5,7,1,1,1,1412,8,1420
Precinct,Horry,1268,246,5,3,4,1,0,1527,6,1533
Precinct,Inland,155,86,0,0,1,0,0,242,0,242
Precinct,Jackson Bluff,348,111,2,0,0,0,1,462,4,466
Precinct,Jamestown,1549,1038,9,7,5,5,3,2616,18,2634
Precinct,Jernigans Xroads,475,100,0,0,1,0,1,577,1,578
Precinct,Jet Port 01,1067,514,6,5,6,3,0,1601,4,1605
Precinct,Jet Port 02,586,328,2,5,1,4,1,927,2,929
Precinct,Jet Port 03,1256,661,7,3,2,1,3,1933,8,1941
Precinct,Jet Port 04,1363,797,7,4,1,5,1,2178,9,2187
Precinct,Juniper Bay,1128,325,2,5,1,1,2,1464,10,1474
Precinct,Lake Park #01,688,362,6,3,3,0,2,1064,8,1072
Precinct,Lake Park #02,683,455,4,5,5,0,1,1153,2,1155
Precinct,Lake Park #03,1140,551,6,6,3,1,2,1709,7,1716
Precinct,Leon,985,656,3,5,5,1,2,1657,6,1663
Precinct,Little River 01,2167,834,9,4,1,3,3,3021,11,3032
Precinct,Little River 02,1803,734,7,6,3,3,5,2561,10,2571
Precinct,Little River 03,1215,495,5,5,1,1,2,1724,20,1744
Precinct,Live Oak,537,166,1,1,3,1,0,709,7,716
Precinct,Maple,975,307,5,4,3,2,2,1298,10,1308
Precinct,Marlowe 01,1365,530,2,3,2,2,2,1906,10,1916
Precinct,Marlowe 02,1914,944,5,5,3,5,0,2876,31,2907
Precinct,Marlowe 03,2581,1157,15,11,6,4,5,3779,31,3810
Precinct,Methodist-mill Swamp,1074,94,3,0,1,2,1,1175,8,1183
Precinct,Mt. Olive,749,165,1,2,1,1,1,920,7,927
Precinct,Mt. Vernon,434,77,2,0,0,1,0,514,2,516
Precinct,Myrtle Trace,642,413,0,5,1,0,1,1062,8,1070
Precinct,Myrtlewood 01,466,289,6,2,1,2,2,768,7,775
Precinct,Myrtlewood 02,793,430,8,3,6,0,3,1243,4,1247
Precinct,Myrtlewood 03,956,380,0,5,3,4,0,1348,11,1359
Precinct,Nixons Xroads 01,1785,646,7,6,1,0,1,2446,18,2464
Precinct,Nixons Xroads 02,1857,1023,4,11,1,2,3,2901,19,2920
Precinct,Nixons Xroads 03,1297,574,4,3,3,7,0,1888,18,1906
Precinct,North Conway 01,866,581,4,5,1,1,1,1459,15,1474
Precinct,North Conway 02,583,234,2,2,2,4,2,829,5,834
Precinct,Ocean Drive 01,1643,587,10,3,1,4,0,2248,13,2261
Precinct,Ocean Drive 02,1108,331,1,3,2,0,1,1446,8,1454
Precinct,Ocean Drive 03,1367,478,12,1,3,1,1,1863,10,1873
Precinct,Ocean Forest 01,815,383,4,4,2,2,0,1210,7,1217
Precinct,Ocean Forest 02,2073,1047,4,6,0,6,3,3139,23,3162
Precinct,Ocean Forest 03,658,482,4,6,3,2,1,1156,7,1163
Precinct,Palmetto Bays,2527,1201,10,14,4,7,2,3765,34,3799
Precinct,Pawleys Swamp,351,60,2,0,1,0,1,415,2,417
Precinct,Pleasant View,427,46,1,1,1,0,1,477,4,481
Precinct,Poplar Hill,721,76,1,1,1,1,0,801,3,804
Precinct,Port Harrelson,55,366,0,0,1,1,1,424,0,424
Precinct,Provisional,135,55,0,1,0,0,1,192,2,194
Precinct,Racepath 01,434,490,4,0,3,5,2,938,2,940
Precinct,Racepath 02,436,785,0,2,5,0,1,1229,4,1233
Precinct,Red Bluff,558,290,2,4,1,2,0,857,1,858
Precinct,Red Hill 01,499,180,4,3,1,0,2,689,6,695
Precinct,Red Hill 02,1074,583,8,1,3,4,1,1674,15,1689
Precinct,River Oaks,2524,1042,13,11,4,4,0,3598,21,3619
Precinct,Salem,1665,542,9,7,5,2,1,2231,10,2241
Precinct,Sea Oats 01,650,379,3,8,4,4,0,1048,10,1058
Precinct,Sea Oats 02,503,355,3,4,1,0,1,867,3,870
Precinct,Sea Winds,1968,968,7,8,3,3,1,2958,23,2981
Precinct,Shell,1192,291,6,7,1,2,2,1501,6,1507
Precinct,Socastee 01,867,388,5,6,2,0,0,1268,5,1273
Precinct,Socastee 02,1044,307,6,1,1,3,2,1364,1,1365
Precinct,Socastee 03,2752,1127,12,15,5,5,6,3922,18,3940
Precinct,Socastee 04,642,254,3,5,5,1,0,910,4,914
Precinct,Surfside 01,1289,494,5,4,3,2,1,1798,6,1804
Precinct,Surfside 02,632,254,3,3,0,1,0,893,7,900
Precinct,Surfside 03,1607,630,9,3,2,2,3,2256,13,2269
Precinct,Surfside 04,1852,839,13,14,6,5,2,2731,22,2753
Precinct,Sweet Home,602,360,2,1,2,0,0,967,6,973
Precinct,Tilly Swamp,2093,685,13,4,3,1,3,2802,19,2821
Precinct,Toddville,907,391,2,2,2,0,2,1306,3,1309
Precinct,Waccamaw,2179,1044,5,8,8,5,2,3251,14,3265
Precinct,Wampee,1195,954,5,8,6,2,2,2172,13,2185
Precinct,West Conway,293,258,2,2,0,1,2,558,2,560
Precinct,West Loris,262,349,0,0,1,3,0,615,5,620
Precinct,White Oak,514,72,1,2,2,1,2,594,3,597
Precinct,Wild Wing,2780,1301,7,8,1,3,6,4106,17,4123
Precinct,Windy Hill 01,764,319,4,3,3,0,1,1094,9,1103
Precinct,Windy Hill 02,1866,784,12,2,4,4,2,2674,19,2693
County,Jasper,9900,8144,63,34,37,30,19,18227,155,18382
Precinct,Coosawhatchie,83,230,0,0,1,1,1,316,3,319
Precinct,Failsafe,0,0,0,0,0,0,0,0,0,0
Precinct,Failsafe Provisional,2,0,0,0,0,0,0,2,0,2
Precinct,Gillisonville,240,214,2,0,1,0,3,460,6,466
Precinct,Grahamville 01,620,381,3,2,1,0,1,1008,10,1018
Precinct,Grahamville 02,590,894,3,4,4,3,1,1499,12,1511
Precinct,Grays,436,130,1,0,0,0,0,567,5,572
Precinct,Hardeeville 01,276,308,0,2,7,1,2,596,6,602
Precinct,Hardeeville 02,186,291,2,2,8,0,1,490,4,494
Precinct,Hardeeville 03,462,243,2,0,1,1,0,709,4,713
Precinct,Levy,518,709,4,3,4,3,2,1243,7,1250
Precinct,Margaritaville,1823,1213,12,8,0,9,2,3067,18,3085
Precinct,Okatie,424,267,2,1,3,0,0,697,4,701
Precinct,Okatie 02,731,469,3,2,2,2,0,1209,8,1217
Precinct,Pineland,71,379,0,2,2,0,1,455,4,459
Precinct,Provisional,10,6,0,0,0,0,0,16,0,16
Precinct,Ridgeland 01,474,206,4,1,0,4,1,690,5,695
Precinct,Ridgeland 02,344,318,3,1,1,0,3,670,4,674
Precinct,Ridgeland 03,390,222,1,0,1,0,0,614,5,619
Precinct,Sun City,2018,1393,20,5,0,6,1,3443,43,3486
Precinct,Tillman,202,271,1,1,1,0,0,476,7,483
County,Kershaw,21289,11826,134,91,94,62,37,33533,229,33762
Precinct,Airport,531,272,1,4,1,0,1,810,8,818
Precinct,Antioch,431,181,2,1,3,0,1,619,6,625
Precinct,Bethune,519,278,6,1,5,3,2,814,12,826
Precinct,Buffalo,914,158,1,3,1,0,0,1077,2,1079
Precinct,Camden No. 01,548,641,9,4,6,1,2,1211,11,1222
Precinct,Camden No. 02 & 03,149,111,2,1,1,0,0,264,3,267
Precinct,Camden No. 05,422,261,5,3,3,0,2,696,5,701
Precinct,Camden No. 05-a,151,205,1,0,0,1,0,358,9,367
Precinct,Camden No. 06,370,248,2,5,1,1,0,627,4,631
Precinct,Cassatt,815,251,2,1,3,3,2,1077,5,1082
Precinct,Charlotte Thompson,679,483,6,1,4,2,3,1178,7,1185
Precinct,Dobys Mill,987,501,7,8,1,3,2,1509,5,1514
Precinct,Elgin No. 01,1138,796,8,4,4,4,2,1956,4,1960
Precinct,Elgin No. 02,802,477,1,2,5,3,2,1292,6,1298
Precinct,Elgin No. 03,605,436,1,2,3,2,2,1051,10,1061
Precinct,Elgin No. 04,893,515,12,7,0,3,3,1433,8,1441
Precinct,Elgin No. 05,690,460,2,6,5,2,1,1166,6,1172
Precinct,Elgin No. 06,498,463,2,2,1,1,0,967,5,972
Precinct,Failsafe,6,5,0,0,0,0,0,11,0,11
Precinct,Failsafe Provisional,0,0,0,0,0,0,0,0,0,0
Precinct,Hobkirk's Hill,765,524,10,6,1,6,1,1313,23,1336
Precinct,Liberty Hill,370,101,0,0,1,0,0,472,1,473
Precinct,Lugoff No. 01,609,314,6,3,2,1,0,935,4,939
Precinct,Lugoff No. 02,918,437,6,2,7,4,0,1374,7,1381
Precinct,Lugoff No. 03,848,342,3,7,3,3,0,1206,6,1212
Precinct,Lugoff No. 04,828,343,4,7,2,4,3,1191,7,1198
Precinct,Malvern Hill,562,363,3,1,4,0,1,934,11,945
Precinct,Provisional,29,19,0,0,0,0,0,48,0,48
Precinct,Rabons Xroads,1250,359,10,2,4,2,0,1627,8,1635
Precinct,Riverdale,103,328,2,0,5,1,3,442,7,449
Precinct,Salt Pond,764,272,2,3,2,6,0,1049,4,1053
Precinct,Shaylors Hill,446,272,1,2,1,1,1,724,6,730
Precinct,Springdale,898,756,12,1,7,4,1,1679,8,1687
Precinct,Westville,943,271,1,1,2,0,0,1218,8,1226
Precinct,Whites Gardens,808,383,4,1,6,1,2,1205,13,1218
County,Lancaster,33623,20146,235,174,105,94,50,54427,404,54831
Precinct,6 Mile Creek,863,616,8,9,2,1,3,1502,7,1509
Precinct,521 North,718,341,1,3,3,2,1,1069,7,1076
Precinct,Antioch,490,128,2,0,1,0,0,621,6,627
Precinct,Black Horse Run,2168,1485,22,13,4,13,6,3711,28,3739
Precinct,Buford,1297,248,5,6,0,2,1,1559,6,1565
Precinct,Camp Creek,562,104,0,2,0,2,0,670,3,673
Precinct,Carmel,287,132,3,0,1,0,0,423,1,424
Precinct,Chesterfield Ave,182,573,5,3,4,3,3,773,3,776
Precinct,College Park,794,430,2,3,2,1,3,1235,12,1247
Precinct,Douglas,1228,804,9,9,3,1,3,2057,19,2076
Precinct,Elgin,643,317,2,2,3,1,2,970,11,981
Precinct,Erwin Farm,593,545,1,4,2,2,1,1148,4,1152
Precinct,Failsafe,20,16,0,0,1,0,0,37,0,37
Precinct,Failsafe Provisional,44,26,1,1,1,0,0,73,0,73
Precinct,Flat Creek,569,70,1,0,0,5,1,646,9,655
Precinct,Gold Hill,1009,554,5,7,3,1,0,1579,7,1586
Precinct,Harrisburg,1980,1476,33,19,1,3,1,3513,36,3549
Precinct,Heath Springs,569,303,1,0,2,1,1,877,3,880
Precinct,Hyde Park,972,517,1,3,0,4,1,1498,4,1502
Precinct,Jim Wilson,1254,866,11,6,7,1,1,2146,7,2153
Precinct,Kershaw North,764,332,9,2,5,0,0,1112,10,1122
Precinct,Kershaw South,898,189,2,4,2,7,1,1103,12,1115
Precinct,Lake House,1289,991,6,7,3,2,0,2298,30,2328
Precinct,Lancaster East,558,774,3,4,2,5,6,1352,9,1361
Precinct,Mcilwain,1007,629,6,4,7,1,1,1655,8,1663
Precinct,Osceola,1599,1215,16,8,7,5,0,2850,9,2859
Precinct,Pleasant Hill,726,283,6,1,5,2,1,1024,5,1029
Precinct,Pleasant Valley,1763,1420,18,15,5,1,5,3227,26,3253
Precinct,Possum Hollow,1388,920,9,10,7,6,2,2342,21,2363
Precinct,Provisional,93,58,0,1,0,0,0,152,1,153
Precinct,Rich Hill,807,135,2,0,0,0,0,944,6,950
Precinct,River Road,1335,831,9,6,3,4,2,2190,17,2207
Precinct,Riverside,300,243,1,1,2,2,0,549,4,553
Precinct,Springdale,545,541,7,2,11,3,2,1111,7,1118
Precinct,The Lodge,1368,1055,7,9,0,3,1,2443,42,2485
Precinct,Tradesville,881,131,2,1,0,2,1,1018,7,1025
Precinct,Unity,762,213,2,3,2,2,0,984,6,990
Precinct,University,574,306,9,2,2,2,0,895,4,899
Precinct,Van Wyck,724,329,8,4,2,4,0,1071,7,1078
County,Laurens,21110,8769,87,66,91,55,35,30213,154,30367
Precinct,Bailey,524,239,0,1,8,2,2,776,4,780
Precinct,Barksdale-Narnie,549,200,1,3,0,2,2,757,0,757
Precinct,Brewerton-princeton,534,47,0,0,1,1,0,583,3,586
Precinct,Clinton 01,546,332,3,0,4,2,0,887,3,890
Precinct,Clinton 02,504,379,7,2,4,5,0,901,13,914
Precinct,Clinton 03,845,296,2,1,1,2,3,1150,8,1158
Precinct,Clinton Mill,268,420,3,1,7,0,1,700,5,705
Precinct,Cooks,966,331,5,3,5,5,1,1316,5,1321
Precinct,Cross Hill,907,376,3,2,3,1,1,1293,4,1297
Precinct,Ekom,436,75,0,0,2,0,0,513,1,514
Precinct,Failsafe,17,11,0,0,0,0,0,28,0,28
Precinct,Failsafe Provisional,37,18,0,1,0,1,0,57,2,59
Precinct,Gray Court,643,294,4,2,4,1,2,950,4,954
Precinct,Greenpond,1039,218,2,2,2,3,0,1266,2,1268
Precinct,Hickory Tavern,1581,275,9,2,2,2,2,1873,8,1881
Precinct,Joanna,947,228,1,2,7,2,1,1188,7,1195
Precinct,Jones,1582,881,6,12,5,3,4,2493,11,2504
Precinct,Laurens 01,161,222,2,0,1,0,2,388,4,392
Precinct,Laurens 02,69,156,0,1,2,0,1,229,2,231
Precinct,Laurens 03,243,235,1,1,4,1,1,486,4,490
Precinct,Laurens 04,120,318,4,0,2,3,1,448,6,454
Precinct,Laurens 05,678,414,4,5,2,7,1,1111,6,1117
Precinct,Laurens 06,630,257,3,2,3,1,0,896,5,901
Precinct,Long Branch,775,155,2,5,1,2,1,941,5,946
Precinct,Lydia Mill,361,423,3,3,1,0,0,791,3,794
Precinct,Maddens,681,211,1,0,3,1,2,899,3,902
Precinct,Martins-Poplar Springs,457,80,4,3,1,0,0,545,2,547
Precinct,Mountville,301,138,2,0,1,0,1,443,2,445
Precinct,Mt. Olive,729,91,3,2,3,0,2,830,5,835
Precinct,Ora-lanford,487,215,1,0,3,1,0,707,2,709
Precinct,Owings,411,138,1,2,2,3,0,557,6,563
Precinct,Provisional,25,10,0,0,0,0,0,35,0,35
Precinct,Trinity Ridge,731,342,2,1,3,0,1,1080,2,1082
Precinct,Waterloo,913,368,2,3,2,2,2,1292,9,1301
Precinct,Wattsville,617,218,4,2,1,2,1,845,6,851
Precinct,Youngs,796,158,2,2,1,0,0,959,2,961
County,Lee,3078,4505,94,87,136,94,82,8076,43,8119
Precinct,Ashland/stokes Bridge,250,72,1,0,2,0,0,325,1,326
Precinct,Ashwood,304,126,4,4,2,0,0,440,1,441
Precinct,Bishopville 01,72,348,5,4,5,7,3,444,1,445
Precinct,Bishopville 02,90,336,8,4,7,10,6,461,1,462
Precinct,Bishopville 03,267,289,13,14,21,13,10,627,4,631
Precinct,Bishopville 04,147,443,9,7,15,11,8,640,4,644
Precinct,Cedar Creek,145,87,4,2,4,2,3,247,0,247
Precinct,Cypress,142,233,6,5,6,5,5,402,2,404
Precinct,Elliott,49,254,6,7,8,5,8,337,0,337
Precinct,Failsafe,1,3,0,0,0,0,0,4,0,4
Precinct,Failsafe Provisional,0,0,0,0,0,0,0,0,0,0
Precinct,Hickory Hill,139,113,4,3,4,3,3,269,1,270
Precinct,Ionia,291,186,7,6,6,5,5,506,4,510
Precinct,Lynchburg,84,317,0,3,3,2,0,409,6,415
Precinct,Manville,109,274,1,0,5,1,1,391,2,393
Precinct,Mt. Clio,37,123,1,1,4,1,4,171,0,171
Precinct,Provisional,0,0,0,0,0,0,0,0,0,0
Precinct,Rattlesnake Springs,144,92,1,2,4,2,2,247,3,250
Precinct,Schrocks Mill/lucknow,191,135,3,2,8,5,2,346,2,348
Precinct,South Lynchburg,80,149,2,3,6,2,2,244,3,247
Precinct,Spring Hill,152,308,7,5,6,5,5,488,3,491
Precinct,St. Charles,195,424,4,8,14,8,7,660,3,663
Precinct,St. Matthews,89,35,2,3,2,2,2,135,0,135
