state,county,municipality,ward,source_level,ballots_cast,registered_voters,registration_denominator_timing,denominator_type,coverage_status,warning_required,source_url,notes
WI,Milwaukee,City of Milwaukee,Ward 162,ward,1514,1746,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 163,ward,732,778,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 164,ward,1813,2013,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 165,ward,516,698,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 166,ward,349,510,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 167,ward,186,252,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 168,ward,417,541,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 169,ward,602,727,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 170,ward,579,755,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 171,ward,573,676,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 172,ward,701,880,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 173,ward,1965,2301,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 174,ward,1652,1913,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 175,ward,1807,2131,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 176,ward,1224,1401,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 177,ward,1650,1856,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 178,ward,1242,1520,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 179,ward,913,1088,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 180,ward,1667,1794,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 181,ward,1265,1427,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 182,ward,1234,1398,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 183,ward,959,997,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 184,ward,719,780,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 185,ward,607,731,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 186,ward,1364,1078,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 187,ward,1735,1465,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 188,ward,494,656,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 189,ward,488,619,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 190,ward,434,614,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 191,ward,263,386,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 192,ward,228,313,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 193,ward,857,1071,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 194,ward,499,847,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 195,ward,607,825,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 196,ward,374,457,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 197,ward,337,441,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 198,ward,745,858,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 199,ward,1567,1697,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 200,ward,787,873,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 201,ward,624,679,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 202,ward,723,805,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 203,ward,824,900,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 204,ward,807,873,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 205,ward,646,688,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 206,ward,768,843,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 207,ward,822,916,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 208,ward,935,1018,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 209,ward,388,471,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 210,ward,372,450,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 211,ward,305,380,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 212,ward,648,771,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 213,ward,778,880,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 214,ward,478,598,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 215,ward,515,607,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 216,ward,975,1222,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 217,ward,533,726,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 218,ward,672,811,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 219,ward,418,536,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 220,ward,391,575,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 221,ward,227,316,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 222,ward,721,946,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 223,ward,605,724,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 224,ward,358,449,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 225,ward,666,877,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 226,ward,286,386,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 227,ward,215,325,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 228,ward,365,495,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 229,ward,421,499,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 230,ward,1571,1809,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 231,ward,403,580,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 232,ward,653,857,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 233,ward,481,597,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 234,ward,334,448,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 235,ward,413,519,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 236,ward,1353,1561,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 237,ward,880,1031,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 238,ward,1060,1147,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 239,ward,1565,1696,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 240,ward,1239,1361,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 241,ward,1222,1418,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 242,ward,494,629,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
